,Title,Link,Content
42,Elections 2018: Bilawal promises food cards for masses,https://www.pakistantoday.com.pk/2018/05/01/likely-outcome-of-elections-2018/,"Shaky government on the cards

Although Pakistan’s Parliament completes its term in June 2018, the fresh consensus list at best can be used provisionally. In 2017, Pakistan’s parliament had passed The Elections Act 2017. To be in line with international standards, the Act places a limit on constitution variation not to exceed 10pc. For this consensus data needs to be officially published. This is the basic requirement to conduct fresh delimitation. Since there is no such publication, the political parties passed a Constitutional Amendment allowing ECP to use the provisional results. Using this and the Election Rules 2017 duly issued by ECP delimitation process have been underway since beginning of 2018.

Putting aside this technical hurdle that has to be overcome a number of other issues too looms large on the horizon.

Political alignments are undergoing a huge shift. No party seems to have an ideological stance and with PML-N’s legislators defecting, things do not look good for the ruling party. Many ‘electables’ have already ditched PML-N. Most have joined PTI. However, their departure from PML-N ranks for greener pastures is something one often sees with fresh elections looming. Many in PML-N joined the party post 2013 elections and many were earlier members of PML-Q. PML-N had opened its door for all shades of turncoats and now is being paid back in the same coin.

Then there are the independent candidates emerging as victors who can be used to render support to a party. That the party may not be PML-N is a foregone conclusion. The decision of Supreme Court ousting Nawaz Sharif as prime minister and subsequent cases being conducted by NAB are not a good omen for the party.

Provincial, regional, religious and ethnic colours have made the canvas murky. An example was the by-elections of NA 120. Ending up third was the Labbaik Party bagging 7,180 votes, followed by Milli Muslim League with 5,822 votes. Hussain Rizvi, candidate of Labbaik Ya Rasul Allah, managed to scoop 6pc of the votes cast. He campaigned in favour of stringent blasphemy laws. His posters claimed love and admiration of Mumtaz Qadri who killed the then Punjab Governor Salman Taseer. Upon this act, many religious factions declared Qadri a hero. Yaqoob Sheikh winning from Milli Muslim League platform; in 2012 was titled a terrorist by US managed to capture 5pc votes. MML is the political springboard of Hafiz Saeed’s JuD. Mosques were a favourite place of promoting their candidates by these Islamic based parties. Should these parties be made to renounce terrorism and violence in all forms, denounce militancy and de-weaponise and then be allowed to enter mainstream politics?

With Khawaja Asif’s disqualification for life for holding an Iqama by High Court (IHC) comes a big blow to PML-N and will likely have a negative cascading impact on PML-N leading to more legislators jumping the ship

On face of it — it seems the Parliament will be a hung one. Punjab is stronghold of PML-N. Six MNAs and two MPAs have already left PML-N from Rahim Yar Khan, Bahawal Nagar, Faisalabad, Gujranwala to name a few with the purpose of pursuing the demarcation for South Punjab thereby creating a new province.

With Khawaja Asif’s disqualification for life for holding an Iqama by High Court (IHC) comes a big blow to PML-N and will likely have a negative cascading impact on PML-N leading to more legislators jumping the ship.

It does not seem likely that PML-N will win parliamentary majority. It also does not seem likely that he will be able to garner support of other parties to win that majority. The odds are against it.

So what will happen?

Can PTI garner enough support with the help of extreme rightists, a mix of independents and cobbling together a mix of smaller groups to form a government? Will this group on issues be on the same page or lead to more chaos? How long will it survive? A broth made by too many cooks is bound to spoil.

How different parties manage the voters on Election Day is important as is galvanising supporters to come out to vote.

PPP has reduced itself to a sub-provincial party restricted to rural Sindh. If elections of NA-120 is anything to go by, PPP has very little standing outside of their niche. A most disturbing aspect of NA 120 elections had been the demise of PPP. This was the constituency which largely came under NW-60 in 1970 won by Zulfiqar Ali Bhutto by 78,000 votes. His main contestant was Dr Javed Iqbal, son of Allama Iqbal. In 2017, PPP bagged only 1,404 votes. It ended up last in the race. A sad state for a party that had won the hearts and minds of people under the dynamic leadership of Bhutto.

The question is which of these weak parties manage to get the magical figure of 172 numbers and who will form the 172? Achievement of this goal is one thing, running a government successfully of a motley group of divergent thought processes thrown together is quite another.

It will be a system chaos.

End Note: “Good governance never depends upon laws, but upon the personal qualities of those who govern. The machinery of government is always subordinate to the will of those who administer that machinery. The most important element of government, therefore, is the method of choosing leaders.”

― Frank Herbert, Children of Dune"
43,Elections 2018: Parties resort to monotonous campaigning in Rawalpindi,https://www.pakistantoday.com.pk/2018/04/15/general-elections-2018-votes-to-be-cast-on-watermarked-ballot-papers/,"ECP fixes April 24 as deadline for reviewing electoral rolls

For the upcoming general elections, the Election Commission of Pakistan (ECP) has decided to use watermarked ballot papers, for which the paper would be purchased from France, reported a local media outlet on Sunday.

According to reports, the special paper will be provided in June 2018 after which the printing process will start.

Sources said that the ECP has paid an advance amount for the purchase, with the printing process costing over Rs610 million. With the total cost of purchasing, the ballot papers will be over Rs1 billion.

The printing press corporation will be given Rs150 million while the postal printing will be provided Rs110 million.

Meanwhile, the ECP has also fixed April 24 as the deadline for reviewing electoral rolls, whereby entry, transfer and cancellation of votes are allowed until the deadline. People can get details of their votes by sending an SMS with their Computerised National Identity Card (CNIC) number to 8300.

They can obtain and submit form 15 for entry and transfer of vote, form 16 for cancellation and form 17 for correction of documents from their respective district display centres.

The details of district display centres can also be checked on ECP’s website."
44,Elections 2018: Appellate tribunal rejects Ashraf Jalali’s nomination papers,https://www.pakistantoday.com.pk/2018/03/05/ecp-starts-training-of-polling-staff-for-general-elections-2018/,"ISLAMABAD: The Election Commission of Pakistan (ECP) on Monday started the training of polling staff amid the preparation for next general elections in 2018.

According to the details, more than 0.9 million polling staff would perform duties during the forthcoming general election.

In the first phase, training of lead trainers, who are officers of the ECP, began in Lahore and Peshawar. The process would be completed in all the four provinces by March 16.

In the second phase, three thousand master trainers would be trained in the next month. This would be followed by training of polling staff in May this year.

However, after the appointment returning and district returning officers, the training process would be completed as per schedule."
45,Elections 2018: ECP issues guidelines for media coverage,https://www.pakistantoday.com.pk/2018/03/03/senate-election-2018-imran-not-to-cast-vote-opposition-alleges-rigging-in-pa/,"Marriyum Aurangzeb says will clean sweep Senate elections

Election postponement rumours laid to rest: Khursheed Shah

LAHORE: Pakistan Tehreek-e-Insaf (PTI) leader Shafqat Mehmood has confirmed that his party’s chairperson Imran Khan will not cast vote in the Senate elections.

While talking to the media outside the National Assembly, Shafqat Mehmood said Imran would not be going to the Parliament to cast his vote as he had other commitments.

Meanwhile, PTI Member Provincial Assembly (MNA) Shoaib Siddiqui accused the Punjab government of rigging in Senate elections. He alleged that members of the ruling party led by Punjab Law Minister Rana Sanaullah stormed the polling booth and that ballot papers were being snuck out after casting empty votes in the ballot boxes.

“Election result should be declared null and void if empty slips are recovered from ballot boxes,” he demanded. The PTI member said he has also registered a protest with the presiding officer.

On the other hand, another PTI leader Raja Riaz asked for the vote in Senate polls from Punjab Law Minister Rana Sanaullah.

According to details, Raja Riaz stopped Rana Sanaullah in Punjab Assembly when he was about to cast the first vote and asked him to give his vote to PTI.

In a response, the Pakistan Muslim League-Nawaz (PML-N) leader smiled and left the place after the brief meeting.

WILL BECOME PTI’S FIRST SENATOR FROM PUNJAB: CH SARWAR

PTI leader Chaudhry Mohammad Sarwar said that he will become his party’s first senator from Punjab.

Speaking to media outside the Punjab Assembly regarding PTI’s Senate election campaign, he stated, “Everything is fair in love and war. This is our election campaign and we have also asked the Pakistan Muslim League-Nawaz (PML-N) members to give votes to a person who has an international stature and is capable to deal with internal and external challenges faced by the country.”

MARRIYUM HOPEFUL FOR A SENATE CLEAN SWEEP

State Minister for Information Marriyum Aurangzeb said that opposition parties will not get a single seat in Senate.

Talking to media in Islamabad, Marriyum Aurangzeb said people always welcome ex-prime minister Nawaz Sharif wherever he goes as he has done a lot for the general masses. She said that an elected PM was removed on the basis of Iqama. No evidence was found against Nawaz Sharif, she added.

The minister said that PML-N will emerge as the winner in today’s polls.

ASSEMBLIES WILL COMPLETE TERM: KHURSHEED SHAH

Opposition Leader in National Assembly (NA) and Pakistan Peoples Party (PPP) member Khursheed Shah has said that the assemblies will complete their tenure and that the rumours about the postponement of elections will cease to exist after today’s Senate polls.

Meanwhile, PPP’s Sharjeel Memon said that his party has nominated hard working candidates for Senate elections, adding that National Accountability Bureau’s (NAB) law in Punjab is different from other provinces.

He said that he will not criticize judiciary like ex-prime minister Nawaz Sharif and Chief Minister of Punjab (CM) Shehbaz Sharif.

Former CM Sindh Qaim Ali Shah said democracy ensures freedom of every individual, continuing that the members will cast vote as per their wish.

PML-N, PML-F, MQM-P STRIKE DEAL: ARBAB

PML-N Sindh leader Arbab Ghulam Rahim stated that the ruling party, Muttahida Qaumi Movement-Pakistan (MQM-P) and PML-F would be supporting each other in the Senate elections.

Talking to press, the former chief minister claimed that a deal has been struck between the ruling party and the major opposition parties in Sindh.

He said the ruling party MPAs in Sindh Assembly would be supporting the candidates of PML-F for general seats and MQM-P for technocrat seats of the Senate and that “unwritten pacts” have been made among the opposition parties.

Similarly, Special Assistant to Prime Minister Dr Musadik Malik stated that masses have a deep affection for Nawaz Sharif and said that PML-N would bag 12 Senate seats from Punjab.

He said that PML-N believed in serving people and would continue its efforts for bringing prosperity and development in the country.

On the other hand, MNA Tahir Iqbal from Vehari who was formerly associated with PML-N refused to cast his vote in the Senate elections. He stated that he cannot vote for those who were involved in the finality of the prophethood clause."
46,Elections 2018: PTI issues tickets to 13 females for general seats in NA,https://www.pakistantoday.com.pk/2018/01/27/senate-elections-2018/,"A major reshuffle with important implications

Senate elections 2018 will be drawing more attention than any other held so far. The biggest loser would be the PML-N and PPP and the biggest gainer the PTI. What needs to be watched is the extent of their gains and losses.

The unexpected parliamentary coup in Balochistan has upset PML-N’s plans for the future. The party had hoped that with both the NA and Senate under its control, it would be able to pass laws overriding some of the Supreme Court decisions that have caused the party a grave set back. Further, the PML-N would also be able to fall back on parliament’s support during the tenure of the three consecutive Chief Justices least liked by it who would hold office for most of the time till 2023 elections. The PML-F which, was on the brink of extinction in the Senate with all its four Senators retiring on March 11, is looking up for a new lease of life due to the change of government in Balochistan.

Besides losing 70 percent of its Senators who would retire, the PPP would also be deprived of some of its enlightened and articulate Senators that include Aitzaz Ahsan, Raza Rabbani, Farhatulah Babar and Taj Haider. When the reports of dissension in PML-N’s parliamentary committee in Balochistan became public party leaders in Punjab accused Zardari of pulling the strings but this was denied by the PPP. The meeting between Balochistan cabinet members led by CM Abdul Quddus Bizenjo and PPP leaders led by Zardari in Karachi suggests the rumours were not altogether false. It remains to be seen if the PPP, which has no legislator in Balochistan Assembly, can manage to get PPP Senators elected from the province.

The PTI which entered the Senate first time in 2015 would now double its seats to 14. Ishaq Dar would be the most prominent among the nine retiring PML-N Sentors. Mushahid Hussain Syed of the PML-F would be another prominent Senator to retire. There is a likelihood of the PML-N getting him re-elected on its ticket."
47,General Elections 2018: A war on social media,https://www.pakistantoday.com.pk/2017/12/21/finally-towards-elections-2018/,"Politicians should shift from pressure to persuasion mode

With PPP withholding its reservations on the provisional Census Report, the Senate has finally passed the Delimitation of Constituencies Bill. This removes the only hurdle which could have blocked timely elections. The rumour mills are left with little grist after the COAS made it clear that the army stood by democracy and he considered presidential system unsuitable for the country. Further that the army will carry out decisions taken by the Parliament. Thus the national government is no more than a pipe dream like the much talked about government of technocrats.

The delimitation of constituencies is reportedly already being conducted by the Election Commission (EC) on the presumption that the bill cleared by the National Assembly was finally going to be approved by the Senate. Consequently the EC will have smooth sailing now. One expects the present EC to put up a better performance than was witnessed in 2013 elections. It should be wiser after receiving inputs from the electoral reforms committee. A judicial Commission which probed complaints about 2013 elections also pointed out a number of weaknesses and shortcomings in the electoral system. The complaints regarding candidates spending huge mounts on campaigns, thus queering the pitch for the middle class contestants, need to be redressed in the upcoming polls. Unless the EC takes a firm stand on lowering election expenses the perception that legislative bodies have turned into millionaires’ clubs would continue to persist taking away much of the sheen from democracy.

It is presumed that the EC would be ready to hold the elections by the end of July or early August. It is time political parties put an end to protest marches and sit-ins and instead concentrate on preparing well thought out, realistic and forward looking election manifestos. Attempts should be made by the mainstream parties to reach a consensus on long gestation socio-economic policies and outstanding issues like population control so that these continue to be implemented irrespective of which one of them is in power."
48,Elections 2018,https://www.pakistantoday.com.pk/2017/04/18/elections-2018-all-for-one-and-one-for-himself/,"The topi drama of NS, AAZ and IK has started to fool voters once more

In the last few weeks it seems that election campaigns have been started by Nawaz Sharif, Asif Ali Zardari, and Imran Khan to once again start selling dreams that they don’t have the capability or the desire to deliver.

Nawaz Sharif is spending the future earnings of the nation on extravagant projects at extravagant costs. He is burdening the future generations with one of the largest debts to pursue his ideas of grandiose.

Asif Ali Zardari sees a heaven in Sind standing at his balcony in Larkana, Anything not done is the fault of the federal government and lack of funds rather than his own government’s fault. Almost 10 years of his party rule is not enough for it. He needs one more term. His government in Sindh can threaten to shut off the gas when his own interests are at stake but his hands are tied when it comes to interests of people of Sindh.

Imran Khan keeps telling people that the police force is now independent and free to act. But the police was standing idly by watching the brutal killing of an innocent student in Mardan. Imran Khan has also funded a madrassah with a long history of extremist views and changed the curriculum to accommodate his extreme right allies to remain in government. Not only that, he has allied himself with the same status quo politicians rather than offer new leadership to the nation.

The politics of cults: All for one – and one for himself

Here, I am not blaming the parties – just these individuals. The parties are practically non-existent because the capable members refuse to stand up and prefer to remain loyal to these individuals rather than the ideals or principles of the party as a whole.

Raza Rabbani made a public statement stating that he will not preside over sanctioning of military courts as Chairman of Senate. But he then did precisely that – although he openly cried when he did it the first time. He had to succumb to the wishes of the party chief rather than the pursuit his ideals. His loyalty seems to be with the party head rather than of the party or the nation.

Aitzaz Ahsan kept narrating revolutionary verses but kept quite when he could have pursued corruption of the politicians in the Panama case because his party bosses told him to stay out of it. A similar situation prevails in the family enterprise of PML-N and the cultish culture of PTI.

This is an unsustainable situation and cannot go on for long if we want to save our country from disintegration. Provinces are not cards that can be exploited for political benefits. Rather, they have real people with have real needs. Capable people in political parties have to rise up and stand for their principles and ideals.

When you talk the talk …

As a member of PTI, I have always tried to stand up for principles even if I had to oppose my own party Chief. So I am not merely making suggestions to activists of other parties. I have walked the walk throughout my association with the party at the cost of being denied party tickets and positions. I have no regret about that and will continue doing it.

PTI can’t win next elections unless it offers a new vision, develops policies that reflect that vision and show the capability to execute it as well when in power. I advise Chairman Imran Khan to create a manifesto committee and I would like to be part of it. It is my responsibility to offer my services and it is the right of Chairman Imran Khan to accept or reject them. But whatever committee is formed should be based on party constitution. I, for one, would not accept any role in an unconstitutional committee."
49,Elections 2018: Mustafa Kamal predicts clean sweep for PSP in Karachi,https://www.pakistantoday.com.pk/2017/03/23/corporations-ill-equipped-to-print-required-ballot-papers-for-elections-2018/,"ISLAMABAD: The Cabinet Division has forwarded a summary to Prime Minister Nawaz Sharif seeking allocation of appropriate funds to procure 16 new printing machines as three presses of the country are unable to print 20 crores (200 million) ballot papers for the general elections 2018.

Official documents available with Pakistan Today reveal that managers of all three presses, including Printing Corporation of Pakistan (PCP), Pakistan Security Printing Corporation (PSPC) and Pakistan Post Foundation Press (PPF), have expressed inability to print more than 200 million ballot papers during a meeting with Election Commission Chief Justice Sardar Muhammad Raza.

The meeting took place on September 26, 2016, to discuss the arrangements for the printing of ballot papers to be used in upcoming general elections.

The managers had communicated inability to print required ballot papers due to old and low capacity printing machines.

According to present printing capacity of three big presses of the country, the PCP can print only 54mn ballot papers, the PSPC can print 75mn, and the PPF can print 60mn ballot papers (large size ballot) and 90mn (single column ballot) ballot papers by working 20 hours per day in 20 days.

The documents also disclosed that the Cabinet Division had submitted a summary to the premier for allocation of appropriate funds (Rs864 million) to obtain 16 new two colour printing machines with an automatic numbering facility to increase the printing capacity of PCP to print 153.60 mn ballot papers in 20 days in addition to the existing capacity and resultantly the PCP would be able to print total up to 207.60 mn ballot papers.

General elections-2018 is scheduled to be held anytime in the country within 90 days after June 5, 2018. And, preparations and arrangements made so far in this regard clearly tell that an old method of voting through ballot papers is likely to be adopted in next general elections to dupe the gullible.

Interestingly, after previous general elections held in May 2013, all political parties except ruling Pakistan Muslim League-Nawaz (PML-N) blamed that the elections were rigged.

They all urged the government to bring reforms in the electoral system by introducing modern technologies.

And, an introduction of electronic voting machines (EVMs) and biometric verification (BVMs) was part of bringing reforms in the electoral system. However, the government and opposition sides have so far shown a lack of interest regarding bringing reforms in the electoral system of the country.

Furthermore, the inability of three presses of the country to print enough ballot papers calls for the government attention besides, allocation of appropriate funds to procure 16 new printing machines. Also, there is need to introduce electronic voting in those parts of the country where 3 G and 4 G technology is available to make the election a fair, transparent and trustworthy exercise in the country."
50,General elections 2018: Deadline to submit nomination papers today,https://www.pakistantoday.com.pk/2017/02/01/fafen-unveils-plans-for-observing-elections-2018/,"Free and Fair Election Network (FAFEN) has revealed its plans for observing electoral processes for the next general election, expected in August 2018, by mobilizing more than 22,000 trained non-partisan citizen observers in all National Assembly constituencies.

At a gathering of key election stakeholders on Tuesday, FAFEN indicated that it will start observing pre-election processes from April 2018 by mobilizing more than 6,000 citizen observers across the country. FAFEN’s pre-election observation methodology will be based on international best practices, national law, and Election Commission of Pakistan (ECP)’s code of conduct for candidates and political parties.

Abiding by the ECP code of conduct for observers, FAFEN observers will report on political alignments, whether there is a “level playing field” for all political contestants, participation of women and marginalized communities, inappropriate use of public resources, development schemes, postings and transfers, the candidate nomination process, campaign financing and content, political violence, polling scheme formulation and other ECP preparations for election administration, and resolution of election complaints.

On Election Day, FAFEN plans to deploy 16,000 specially-trained and duly accredited observers nationwide. They will observe and report on election management, including whether all polling stations and booths (especially for women) are set up as in the polling scheme, the environment around polling stations including illegal campaigning and law and order, as well as voting, ballot counting and election result consolidation processes.

FAFEN’s Election Day methodology will also enable it to produce a “Parallel Vote Tabulation” for each NA constituency based on vote counts collected directly from a statistically valid sample of polling stations.

After the elections, FAFEN will collaborate with lawyers to observe and study the establishment, proceedings and decisions of Election Tribunals. Based on this post-election observation, FAFEN will report on the quality and speed with which election result disputes are settled.

To keep stakeholders and citizens updated on its observations of each stage in the electoral process, FAFEN will produce periodic reports, daily updates and dissemination of observation findings online and through social media.

Based on FAFEN’s experience of observing two preceding General Elections in 2008 and 2013, the network has further refined its observation methodologies and reporting mechanisms to strengthen its essential and unique contribution to elections in Pakistan."
51,LIVE: By-elections 2018 unofficial results,https://www.pakistantoday.com.pk/2017/01/21/people-will-reject-sit-in-groups-in-general-elections-2018-cm/,"How cognitive dissonance has helped us to become what we are Beliefs shape our lives, dictate our conscious, light our paths and ensure that we are moving in a right direction. Whether…"
52,"Elections 2018: Political leaders, prominent personalities cast vote",https://www.pakistantoday.com.pk/2016/12/31/imran-khan-threatens-protest-before-elections-2018/,"LAHORE: In a meeting with member National Assembly Talal Chaudry, Punjab Chief Minister Shehbaz sharif said that the conspiracies to halt the journey of the national development and public welfare through sit-ins and lock-downs have been unsuccessful, and will also remain futile in the future.

He said that people have rejected these elements and with the grace of Allah and the support of the people the negative politics of elements obstructing the national development has been locked-down.

Shehbaz Sharif said that Pakistan Muslim League (N) has always done the politics of norms and people have sided with the government ensuring transparency and elements doing politics of falsehood, allegations and agitation will be defeated in the general elections of 2018.

He said that the PML (N) government has always given priority to national interests and urged the elected representatives to solve the problems of people on priority basis."
53,Elections 2018: Pak-Afghan borders to remain closed for two days,https://www.pakistantoday.com.pk/2016/02/04/kp-governor-resigns-in-a-bid-to-contest-senate-elections-2018/,"Pakistan Tehreek-e-Insaf (PTI) Chief Imran Khan said on Saturday that the government had made all preparations to rig elections 2018 as well.

Imran further said that till neutral umpires were not in place, his party would not let elections take place in Pakistan. He said that whatever decisions the Supreme Court takes with regard to the Panama Leaks case, Imran would accept it.

“I am repeating it again; I was disappointed with Justice (r) Anwar Zaheer Jamali’s decision,” he said. “He should have conducted the proceedings of the case rather than going on holidays because justice cannot wait,” he added.

Addressing a press conference from Insaf House, the PTI chairman claimed that Karachi was beset with problems pertaining to garbage and lack of hygiene.

Imran said that Karachi was the financial centre of Pakistan since it earned 60-70 per cent of the country’s revenue. He urged people to rise up against the corrupt elite and take to the streets peacefully to demand their rights.

“If you let them rule you with injustice, then that is the way they will treat you,” he said.

“In my opinion, the people of Karachi should have stood up in favour of AD Khawaja,” he added.

Imran praised AD Khawaja and termed him as a ‘good’ IG.

PTI chief Imran Khan urged Karachiites to rise and protest against the atrocities being committed by the elite.

Imran Khan strongly condemned the Baldia Town fire incident which had occurred a couple of years ago and stated that the perpetrators of the incident should be handed severe, exemplary punishments.

“If ever there is a matter that is in need of military courts, it is this one,” said the PTI chairman.

Imran also pointed out that Karachi was facing a crisis of water shortage and since 2006; two governments had failed to solve that problem. He stated that the biggest problem of Karachi was maintaining law and order in the city.

&amp;amp;amp;amp;amp;amp;nbsp;"
54,Elections 2018: Presiding officer from PS-93 arrested over electoral malpractice,https://www.pakistantoday.com.pk/2018/10/08/ecp-completes-arrangements-for-2018-by-elections/,"ISLAMABAD: Election Commission of Pakistan (ECP) has completed all necessary arrangements for holding of bye-elections in 36 constituencies on October 14.

According to an ECP official, the elections will be held for 11 National Assembly seats and 25 seats from provincial assemblies included 12 seats for Punjab Assembly, nine for Khyber Pakhtunkhwa, and two each for Sindh and Balochistan.

He said that the ballot papers for all constituencies in both the National and Provincial assemblies have been printed.

He said that foolproof security arrangements have been planned with the deployment of security personnel at polling stations to ensure smooth polling process.

The official said that as many as 122 candidates have been contesting bye-election in 11 constituencies of National Assembly.

He said that 28 candidates have been contesting election from NA-131 Lahore-IX, 10 candidates from NA-124 Lahore-II, 12 candidates from NA-103 Faisalabad-III, eight candidates from NA-35 Bannu, 22 candidates from NA-243 Karachi East-II, 11 candidates from NA-69 Gujrat-II, three candidates from NA-65 Chakwal-II, five candidates from NA-63 Rawalpindi-VII, nine candidates from NA-60 Rawalpindi-IV, three candidates from NA-56 Attock-II and 11 candidates from NA-53 Islamabad-II.

He said that the commission has already issued amended voters’ lists to the districts concerned as the polling will be held on new electoral rolls.

He said that total registered voters in the country have reached the figure of 106,000,239 with 59,243,889 male (55.89 per cent) and 46,756,350 female (44.11 per cent) voters.

He said that out of the total registered voters, 60,697,418 were from Punjab, 22,394,212 voters from Sindh, 17,839,845 voters from Khyber Pakhtunkhwa (including FATA), 4,302,304 voters from Balochistan and 766,460 voters from federal capital.

In Punjab, the male voters were 33,690,140 while female voters were 27,007,278. In Sindh the male voters were 12,438,375 while female voters were 9,955,837, he added.

Similarly, in Khyber Pakhtunkhwa, the male voters were 10,220,103 while the female voters were 7,619,742.

In Balochistan, the male voters were 2,487,470 while the female voters were 1,814,834 while in the federal capital the male voters 407,801 and the female voters were 358,659."
55,Elections 2018: ECP encourages women participation in every constituency,https://www.pakistantoday.com.pk/2018/08/09/2018-elections-score-lower-than-those-in-2013-pildat/,"–Elections assessed under pre-poll activities, polling day, counting of votes and post-poll categories

ISLAMABAD: The overall score of quality of General Election 2018 stands at 51.79% which has dropped nearly 5 percentage points from the quality of General Election 2013 assessed to be at 56.76%, an assessment conducted by Pakistan Institute of Legislative Development and Transparency (PILDAT) regarding the quality of polls found.

The institute has proposed an investigation into those aspects of the election about which a number of questions have been raised by various political parties and candidates.

According to the assessment, the quality of General Election 2018 has been assessed under four broad categories: 1) Pre-Poll; 2) Polling; 3) Counting of Votes, Compilation & Transmission of Results and 4) Post-Poll phase.

While Pre-Poll Phase received an overall score of 50%, the Polling day operations and arrangements for voting received the highest score of 64%. Counting, Result Compilation & Transmission of Results received the lowest score of 40% in the assessment and the Post-Poll phase received the score of 50%.

The assessment is briefed below:

PRE-POLL PHASE: While the quality of Pre-Poll Phase has received an overall score of 50%, it has declined nearly 12 percentage points in comparison to the quality of pre-poll phase of GE 2013 which had received a score of 62.35%. While PILDAT had already carried out an analysis of perception of pre-poll fairness in May 2018 terming it Unfair, the score assigned in this assessment has been based on the period between April to July 2018 and in particular is low on the parameters of neutrality of the federal and provincial caretaker governments, impartiality of the intelligence agencies and independence of the Judiciary.

POLLING DAY: The PILDAT assessment shows improved Polling-day Operations in GE 2018 compared to GE 2013 in terms of training and impartiality of polling staff and overall management of the polling arrangements for citizens as the process received an overall score of 64% It must be noted that in terms of polling day management, a steady improvement is recorded since 2002 and 2008 when the process received a score of 40% respectively, improving to 44% in 2013 and now to 64% in 2018.

COUNTING: Counting, Result Compilation & Transmission of Results have received the lowest score of 40% in the assessment. It must be noted that this is not just the lowest score for any single aspect of the quality of General Election 2018 but it is also the lowest score in comparison to the processes adopted in 2002, 2008 and 2013 when the similar process received scores of 43% respectively in 2002 and 2008 and improving to 47% in 2013 General Election which has, in 2018 General Election, plummeted to 40%. Each parameter under the Counting, Result Compilation & Transmission of Results including strict legal requirements of transparency of compilation of Statement of Vote Count, availability of Results to Polling Agents and Display at Polling Stations, Efficiency and Accuracy of the Transmission of Election Results from polling stations to Returning Officers, Transparency of Consolidation of Results at RO level and Efficiency and Accuracy of transmission of results from ROs to the ECP has been called into question.

POST-POLL PHASE: The Post-Poll Phase has also seen declining score of 50% compared to the score assigned to the similar process after the GE 2013 which stood at 68%. Again, the assessment of the quality of this process shows that while the lowest score assigned to this process was 40% after General Election of 2002, which saw the worst-of-its-kind post-poll rigging in recent history, the score improved after GE 2008 to 56%, recorded significant further improvements with the score of 68% after General Election 2013 and has now recorded a decline even lower than GE 2008. This decline in the quality of Post-election score compared to GE 2013 may partly be attributed to the fact that PMLN had gained a clear majority in the National and Provincial Assembly of Punjab in GE 2013 and it did not need to make intense efforts to win the support or joining of independent legislators to form the government.

The PILDAT Assessment of Quality of General Election 2018 is a continuation of earlier similar assessments that have been carried out by the think tank after General Elections of 2002, 2008 and 2013. Similar assessments in the past assigned the overall score of 37.30% to the quality of General Election 2002 and 40% to the quality of GE 2008. The scores improved for the quality of General Election 2013 at 56.76% but have dropped again to 51.79% for the quality of General Election 2018. This drop in the quality is mainly due to Poor Quality of Pre-poll phase which is largely attributable to the factors lying outside the direct remit of the ECP, the institute found."
